job_no,job_type_prediction
Id-933,Permanent
Id-935,Permanent
Id-936,Permanent
Id-937,Permanent
Id-938,Permanent
Id-940,Permanent
Id-945,Permanent
Id-946,Permanent
Id-948,Permanent
Id-952,Permanent
Id-954,Permanent
Id-956,Permanent
Id-964,Permanent
Id-965,Permanent
Id-973,Permanent
Id-977,Permanent
Id-982,Permanent
Id-983,Permanent
Id-987,Permanent
Id-990,Permanent
Id-991,Permanent
Id-993,Permanent
Id-994,Permanent
Id-996,Permanent
Id-997,Permanent
Id-998,Permanent
Id-1004,Permanent
Id-1006,Permanent
Id-1009,Permanent
Id-1015,Permanent
Id-1016,Permanent
Id-1020,Permanent
Id-1021,Permanent
Id-1022,Permanent
Id-1023,Permanent
Id-1024,Permanent
Id-1027,Permanent
Id-1028,Permanent
Id-1029,Permanent
Id-1030,Permanent
Id-1036,Permanent
Id-1039,Permanent
Id-1040,Permanent
Id-1042,Permanent
Id-1043,Permanent
Id-1045,Permanent
Id-1048,Permanent
Id-1051,Permanent
Id-1052,Permanent
Id-1053,Permanent
Id-1056,Permanent
Id-1064,Permanent
Id-1066,Permanent
Id-1074,Permanent
Id-1075,Permanent
Id-1077,Permanent
Id-1078,Permanent
Id-1080,Permanent
Id-1083,Permanent
Id-1086,Permanent
Id-1087,Permanent
Id-1092,Permanent
Id-1098,Permanent
Id-1101,Permanent
Id-1103,Permanent
Id-1106,Permanent
Id-1107,Permanent
Id-1108,Permanent
Id-1110,Permanent
Id-1111,Permanent
Id-1113,Permanent
Id-1121,Permanent
Id-1123,Permanent
Id-1124,Permanent
Id-1125,Permanent
Id-1126,Permanent
Id-1136,Permanent
Id-1138,Permanent
Id-1142,Permanent
Id-1144,Permanent
Id-1146,Permanent
Id-1149,Permanent
Id-1152,Permanent
Id-1157,Permanent
Id-1160,Permanent
Id-1162,Permanent
Id-1172,Permanent
Id-1173,Permanent
Id-1174,Permanent
Id-1175,Permanent
Id-1176,Permanent
Id-1177,Permanent
Id-1178,Permanent
Id-1179,Permanent
Id-1181,Permanent
Id-1182,Permanent
Id-1186,Permanent
Id-1187,Permanent
Id-1189,Permanent
Id-1193,Permanent
Id-1195,Permanent
Id-1197,Permanent
Id-1200,Permanent
Id-1203,Permanent
Id-1206,Permanent
Id-1208,Permanent
Id-1209,Permanent
Id-1211,Permanent
Id-1213,Permanent
Id-1216,Permanent
Id-1223,Permanent
Id-1226,Permanent
Id-1228,Permanent
Id-1229,Permanent
Id-1230,Permanent
Id-1235,Permanent
Id-1239,Permanent
Id-1243,Permanent
Id-1244,Permanent
Id-1246,Permanent
Id-1247,Permanent
Id-1249,Permanent
Id-1250,Permanent
Id-1251,Permanent
Id-1252,Permanent
Id-1254,Permanent
Id-1258,Permanent
Id-1259,Permanent
Id-1261,Permanent
Id-1270,Permanent
Id-1271,Permanent
Id-1274,Permanent
Id-1277,Permanent
Id-1280,Permanent
Id-1288,Permanent
Id-1290,Permanent
Id-1295,Permanent
Id-1300,Permanent
Id-1302,Permanent
Id-1303,Permanent
Id-1306,Permanent
Id-1307,Permanent
Id-1308,Permanent
Id-1311,Permanent
Id-1317,Permanent
Id-1318,Permanent
Id-1319,Permanent
Id-1325,Permanent
Id-1327,Permanent
Id-1328,Permanent
Id-1331,Permanent
Id-1332,Permanent
Id-1342,Permanent
Id-1343,Permanent
Id-1345,Permanent
Id-1347,Permanent
Id-1348,Permanent
Id-1353,Permanent
Id-1355,Permanent
Id-1362,Permanent
Id-1365,Permanent
Id-1366,Permanent
Id-1367,Permanent
Id-1368,Permanent
Id-1370,Permanent
Id-1373,Permanent
Id-1376,Permanent
Id-1377,Permanent
Id-1378,Permanent
Id-1380,Permanent
Id-1381,Permanent
Id-1382,Permanent
Id-1385,Permanent
Id-1386,Permanent
Id-1388,Permanent
Id-1390,Permanent
Id-1391,Permanent
Id-1393,Permanent
Id-1396,Permanent
Id-1397,Permanent
Id-1398,Permanent
Id-1401,Permanent
Id-1403,Permanent
Id-1405,Permanent
Id-1407,Permanent
Id-1408,Permanent
Id-1412,Permanent
Id-1413,Permanent
Id-1415,Permanent
Id-1418,Permanent
Id-1420,Permanent
Id-1421,Permanent
Id-1422,Permanent
Id-1426,Permanent
Id-1427,Permanent
Id-1429,Permanent
Id-1430,Permanent
Id-1431,Permanent
Id-1433,Permanent
Id-1435,Permanent
Id-1437,Permanent
Id-1438,Permanent
Id-1448,Permanent
Id-1449,Permanent
Id-1450,Permanent
Id-1451,Permanent
Id-1453,Permanent
Id-1456,Permanent
Id-1458,Permanent
Id-1460,Permanent
Id-1461,Permanent
Id-1470,Permanent
Id-1476,Permanent
Id-1477,Permanent
Id-1479,Permanent
Id-1484,Permanent
Id-1485,Permanent
Id-1487,Permanent
Id-1488,Permanent
Id-1489,Permanent
Id-1491,Permanent
Id-1492,Permanent
Id-1493,Permanent
Id-1497,Permanent
Id-1500,Permanent
Id-1503,Permanent
Id-1504,Permanent
Id-1505,Permanent
Id-1509,Permanent
Id-1510,Permanent
Id-1512,Permanent
Id-1513,Permanent
Id-1515,Permanent
Id-1517,Permanent
Id-1519,Permanent
Id-1520,Permanent
Id-1523,Permanent
Id-1526,Permanent
Id-1528,Permanent
Id-1531,Permanent
Id-1534,Permanent
Id-1535,Permanent
Id-1537,Permanent
Id-1539,Permanent
Id-1543,Permanent
Id-1545,Permanent
Id-1546,Permanent
Id-1548,Permanent
Id-1549,Permanent
Id-1551,Permanent
Id-1558,Permanent
Id-1560,Permanent
Id-1562,Permanent
Id-1566,Permanent
Id-1568,Permanent
Id-1571,Permanent
Id-1574,Permanent
Id-1575,Permanent
Id-1578,Permanent
Id-1580,Permanent
Id-1582,Permanent
Id-1583,Permanent
Id-1585,Permanent
Id-1587,Permanent
Id-1588,Permanent
Id-1591,Permanent
Id-1592,Permanent
Id-1594,Permanent
Id-1595,Permanent
Id-1596,Permanent
Id-1604,Permanent
Id-1608,Permanent
Id-1610,Permanent
Id-1612,Permanent
Id-1613,Permanent
Id-1616,Permanent
Id-1617,Permanent
Id-1618,Permanent
Id-1622,Permanent
Id-1623,Permanent
Id-1626,Permanent
Id-1627,Permanent
Id-1628,Permanent
Id-1634,Permanent
Id-1639,Permanent
Id-1640,Permanent
Id-1641,Permanent
Id-1643,Permanent
Id-1644,Permanent
Id-1646,Permanent
Id-1649,Permanent
Id-1652,Permanent
Id-1655,Permanent
Id-1656,Permanent
Id-1657,Permanent
Id-1658,Permanent
Id-1659,Permanent
Id-1661,Permanent
Id-1664,Permanent
Id-1665,Permanent
Id-1672,Permanent
Id-1676,Permanent
Id-1678,Permanent
Id-1681,Permanent
Id-1684,Permanent
Id-1685,Permanent
Id-1687,Permanent
Id-1688,Permanent
Id-1690,Permanent
Id-1696,Permanent
Id-1699,Permanent
Id-1702,Permanent
Id-1705,Permanent
Id-1706,Permanent
Id-1711,Permanent
Id-1712,Permanent
Id-1713,Permanent
Id-1715,Permanent
Id-1716,Permanent
Id-1720,Permanent
Id-1721,Permanent
Id-1723,Permanent
Id-1724,Permanent
Id-1725,Permanent
Id-1727,Permanent
Id-1728,Permanent
Id-1729,Permanent
Id-1730,Permanent
Id-1732,Permanent
Id-1733,Permanent
Id-1737,Permanent
Id-1738,Permanent
Id-1739,Permanent
Id-1740,Permanent
Id-1745,Permanent
Id-1747,Permanent
Id-1749,Permanent
Id-1752,Permanent
Id-1754,Permanent
Id-1758,Permanent
Id-1759,Permanent
Id-1761,Permanent
Id-1762,Permanent
Id-1763,Permanent
Id-1770,Permanent
Id-1773,Permanent
Id-1775,Permanent
Id-1776,Permanent
Id-1777,Permanent
Id-1779,Permanent
Id-1785,Permanent
Id-1786,Permanent
Id-1787,Permanent
Id-1789,Permanent
Id-1793,Permanent
Id-1802,Permanent
Id-1804,Permanent
Id-1811,Permanent
Id-1814,Permanent
Id-1818,Permanent
Id-1819,Permanent
Id-1821,Permanent
Id-1824,Permanent
Id-1826,Permanent
Id-1828,Permanent
Id-1831,Permanent
Id-1832,Permanent
Id-1837,Permanent
Id-1841,Permanent
Id-1844,Permanent
Id-1845,Permanent
Id-1847,Permanent
Id-1848,Permanent
Id-1853,Permanent
Id-1855,Permanent
Id-1856,Permanent
Id-1864,Permanent
Id-1869,Permanent
Id-1870,Permanent
Id-1874,Permanent
Id-1875,Permanent
Id-1876,Permanent
Id-1878,Permanent
Id-1879,Permanent
Id-1880,Permanent
Id-1881,Permanent
Id-1883,Permanent
Id-1884,Permanent
Id-1888,Permanent
Id-1889,Permanent
Id-1893,Permanent
Id-1894,Permanent
Id-1900,Permanent
Id-1901,Permanent
Id-1902,Permanent
Id-1909,Permanent
Id-1910,Permanent
Id-1912,Permanent
Id-1915,Permanent
Id-1919,Permanent
Id-1920,Permanent
Id-1921,Permanent
Id-1922,Permanent
Id-1923,Permanent
Id-1925,Permanent
Id-1926,Permanent
Id-1932,Permanent
Id-1934,Permanent
Id-1939,Permanent
Id-1942,Permanent
Id-1945,Permanent
Id-1950,Permanent
Id-1953,Permanent
Id-1954,Permanent
Id-1958,Permanent
Id-1960,Permanent
Id-1962,Permanent
Id-1969,Permanent
Id-1971,Permanent
Id-1972,Permanent
Id-1973,Permanent
Id-1976,Permanent
Id-1977,Permanent
Id-1978,Permanent
Id-1980,Permanent
Id-1982,Permanent
Id-1985,Permanent
Id-1989,Permanent
Id-1990,Permanent
Id-1991,Permanent
Id-1994,Permanent
Id-1996,Permanent
Id-1997,Permanent
Id-1998,Permanent
Id-2000,Permanent
Id-2001,Permanent
Id-2004,Permanent
Id-2005,Permanent
Id-2010,Permanent
Id-2012,Permanent
Id-2013,Permanent
Id-2014,Permanent
Id-2015,Permanent
Id-2016,Permanent
Id-2017,Permanent
Id-2018,Permanent
Id-2019,Permanent
Id-2023,Permanent
Id-2026,Permanent
Id-2028,Permanent
Id-2039,Permanent
Id-2040,Permanent
Id-2041,Permanent
Id-2042,Permanent
Id-2043,Permanent
Id-2047,Permanent
Id-2048,Permanent
Id-2053,Permanent
Id-2060,Permanent
Id-2062,Permanent
Id-2065,Permanent
Id-2071,Permanent
Id-2073,Permanent
Id-2076,Permanent
Id-2078,Permanent
Id-2080,Permanent
Id-2081,Permanent
Id-2083,Permanent
Id-2084,Permanent
Id-2085,Permanent
Id-2087,Permanent
Id-2092,Permanent
Id-2094,Permanent
Id-2099,Permanent
Id-2102,Permanent
Id-2104,Permanent
Id-2107,Permanent
Id-2109,Permanent
Id-2110,Permanent
Id-2114,Permanent
Id-2118,Permanent
Id-2121,Permanent
Id-2124,Permanent
Id-2125,Permanent
Id-2129,Permanent
Id-2130,Permanent
Id-2131,Permanent
Id-2133,Permanent
Id-2134,Permanent
Id-2135,Permanent
Id-2143,Permanent
Id-2146,Permanent
Id-2147,Permanent
Id-2154,Permanent
Id-2155,Permanent
Id-2157,Permanent
Id-2160,Permanent
Id-2161,Permanent
Id-2162,Permanent
Id-2165,Permanent
Id-2166,Permanent
Id-2168,Permanent
Id-2169,Permanent
Id-2173,Permanent
Id-2174,Permanent
Id-2175,Permanent
Id-2176,Permanent
Id-2178,Permanent
Id-2180,Permanent
Id-2186,Permanent
Id-2189,Permanent
Id-2191,Permanent
Id-2192,Permanent
Id-2194,Permanent
Id-2195,Permanent
Id-2198,Permanent
Id-2199,Permanent
Id-2200,Permanent
Id-2202,Permanent
Id-2203,Permanent
Id-2205,Permanent
Id-2208,Permanent
Id-2209,Permanent
Id-2210,Permanent
Id-2216,Permanent
Id-2218,Permanent
Id-2220,Permanent
Id-2222,Permanent
Id-2223,Permanent
Id-2226,Permanent
Id-2227,Permanent
Id-2231,Permanent
Id-2233,Permanent
Id-2235,Permanent
Id-2240,Permanent
Id-2241,Permanent
Id-2242,Permanent
Id-2243,Permanent
Id-2244,Permanent
Id-2246,Permanent
Id-2248,Permanent
Id-2249,Permanent
Id-2250,Permanent
Id-2257,Permanent
Id-2261,Permanent
Id-2263,Permanent
Id-2264,Permanent
Id-2266,Permanent
Id-2270,Permanent
Id-2272,Permanent
Id-2278,Permanent
Id-2279,Permanent
Id-2285,Permanent
Id-2289,Permanent
Id-2292,Permanent
Id-2293,Permanent
Id-2297,Permanent
Id-2299,Permanent
Id-2301,Permanent
Id-2305,Permanent
Id-2306,Permanent
Id-2311,Permanent
Id-2312,Permanent
Id-2317,Permanent
Id-2319,Permanent
Id-2324,Permanent
Id-2335,Permanent
Id-2336,Permanent
Id-2339,Permanent
Id-2341,Permanent
Id-2344,Permanent
Id-2346,Permanent
Id-2348,Permanent
Id-2350,Permanent
Id-2356,Permanent
Id-2360,Permanent
Id-2362,Permanent
Id-2363,Permanent
Id-2365,Permanent
Id-2367,Permanent
Id-2372,Permanent
Id-2374,Permanent
Id-2376,Permanent
Id-2379,Permanent
Id-2380,Permanent
Id-2381,Permanent
Id-2387,Permanent
Id-2390,Permanent
Id-2395,Permanent
Id-2406,Permanent
Id-2408,Permanent
Id-2412,Permanent
Id-2417,Permanent
Id-2418,Permanent
Id-2423,Permanent
Id-2428,Permanent
Id-2429,Permanent
Id-2432,Permanent
Id-2433,Permanent
Id-2434,Permanent
Id-2437,Permanent
Id-2442,Permanent
Id-2444,Permanent
Id-2447,Permanent
Id-2448,Permanent
Id-2453,Permanent
Id-2455,Permanent
Id-2457,Permanent
Id-2470,Permanent
Id-2473,Permanent
Id-2474,Permanent
Id-2475,Permanent
Id-2476,Permanent
Id-2483,Permanent
Id-2484,Permanent
Id-2488,Permanent
Id-2493,Permanent
Id-2496,Permanent
Id-2497,Permanent
Id-2500,Permanent
Id-2502,Permanent
Id-2504,Permanent
Id-2509,Permanent
Id-2510,Permanent
Id-2512,Permanent
Id-2514,Permanent
Id-2522,Permanent
Id-2524,Permanent
Id-2526,Permanent
Id-2530,Permanent
Id-2532,Permanent
Id-2537,Permanent
Id-2550,Permanent
Id-2551,Permanent
Id-2557,Permanent
Id-2558,Permanent
Id-2559,Permanent
Id-2560,Permanent
Id-2564,Permanent
Id-2571,Permanent
Id-2573,Permanent
Id-2574,Permanent
Id-2577,Permanent
Id-2585,Permanent
Id-2586,Permanent
Id-2587,Permanent
Id-2588,Permanent
Id-2591,Permanent
Id-2592,Permanent
Id-2594,Permanent
Id-2595,Permanent
Id-2596,Permanent
Id-2597,Permanent
Id-2598,Permanent
Id-2599,Permanent
Id-2600,Permanent
Id-2602,Permanent
Id-2606,Permanent
Id-2609,Permanent
Id-2611,Permanent
Id-2612,Permanent
Id-2621,Permanent
Id-2622,Permanent
Id-2625,Permanent
Id-2627,Permanent
Id-2629,Permanent
Id-2630,Permanent
Id-2631,Permanent
Id-2633,Permanent
Id-2636,Permanent
Id-2644,Permanent
Id-2646,Permanent
Id-2650,Permanent
Id-2652,Permanent
Id-2657,Permanent
Id-2658,Permanent
Id-2659,Permanent
Id-2661,Permanent
Id-2664,Permanent
Id-2666,Permanent
Id-2669,Permanent
Id-2671,Permanent
Id-2672,Permanent
Id-2679,Permanent
Id-2680,Permanent
Id-2681,Permanent
Id-2683,Permanent
Id-2685,Permanent
Id-2687,Permanent
Id-2689,Permanent
Id-2690,Permanent
Id-2691,Permanent
Id-2693,Permanent
Id-2695,Permanent
Id-2696,Permanent
Id-2698,Permanent
Id-2700,Permanent
Id-2704,Permanent
Id-2705,Permanent
Id-2706,Permanent
Id-2707,Permanent
Id-2709,Permanent
Id-2710,Permanent
Id-2711,Permanent
Id-2716,Permanent
Id-2719,Permanent
Id-2728,Permanent
Id-2733,Permanent
Id-2734,Permanent
Id-2735,Permanent
Id-2737,Permanent
Id-2740,Permanent
Id-2742,Permanent
Id-2748,Permanent
Id-2749,Permanent
Id-2750,Permanent
Id-2754,Permanent
Id-2755,Permanent
Id-2756,Permanent
Id-2761,Permanent
Id-2764,Permanent
Id-2765,Permanent
Id-2767,Permanent
Id-2769,Permanent
Id-2772,Permanent
Id-2775,Permanent
Id-2777,Permanent
Id-2778,Permanent
Id-2779,Permanent
Id-2780,Permanent
Id-2783,Permanent
Id-2784,Permanent
Id-2785,Permanent
Id-2786,Permanent
Id-2787,Permanent
Id-2788,Permanent
Id-2789,Permanent
Id-2790,Permanent
Id-2796,Permanent
Id-2798,Permanent
Id-2800,Permanent
Id-2804,Permanent
Id-2807,Permanent
Id-2809,Permanent
Id-2813,Permanent
Id-2818,Permanent
Id-2819,Permanent
Id-2820,Permanent
Id-2821,Permanent
Id-2822,Permanent
Id-2823,Permanent
Id-2825,Permanent
Id-2831,Permanent
Id-2834,Permanent
Id-2836,Permanent
Id-2837,Permanent
Id-2838,Permanent
Id-2846,Permanent
Id-2848,Permanent
Id-2849,Permanent
Id-2850,Permanent
Id-2851,Permanent
Id-2852,Permanent
Id-2855,Permanent
Id-2858,Permanent
Id-2860,Permanent
Id-2861,Permanent
Id-2862,Permanent
Id-2863,Permanent
Id-2864,Permanent
Id-2865,Permanent
Id-2872,Permanent
Id-2873,Permanent
Id-2876,Permanent
Id-2878,Permanent
Id-2880,Permanent
Id-2882,Permanent
Id-2883,Permanent
Id-2886,Permanent
Id-2887,Permanent
Id-2889,Permanent
Id-2890,Permanent
Id-2892,Permanent
Id-2894,Permanent
Id-2895,Permanent
Id-2899,Permanent
Id-2900,Permanent
Id-2901,Permanent
Id-2904,Permanent
Id-2905,Permanent
Id-2911,Permanent
Id-2912,Permanent
Id-2914,Permanent
Id-2915,Permanent
Id-2918,Permanent
Id-2919,Permanent
Id-2923,Permanent
Id-2931,Permanent
Id-2935,Permanent
Id-2940,Permanent
Id-2941,Permanent
Id-2942,Permanent
Id-2943,Permanent
Id-2945,Permanent
Id-2949,Permanent
Id-2952,Permanent
Id-2953,Permanent
Id-2954,Permanent
Id-2955,Permanent
Id-2962,Permanent
Id-2963,Permanent
Id-2968,Permanent
Id-2970,Permanent
Id-2971,Permanent
Id-2972,Permanent
Id-2974,Permanent
Id-2976,Permanent
Id-2977,Permanent
Id-2981,Permanent
Id-2982,Permanent
Id-2986,Permanent
Id-2991,Permanent
Id-2993,Permanent
Id-2994,Permanent
Id-2995,Permanent
Id-2998,Permanent
Id-2999,Permanent
Id-3000,Permanent
Id-3005,Permanent
Id-3006,Permanent
Id-3009,Permanent
Id-3010,Permanent
Id-3011,Permanent
Id-3014,Permanent
Id-3016,Permanent
Id-3017,Permanent
Id-3021,Permanent
Id-3023,Permanent
Id-3024,Permanent
Id-3025,Permanent
Id-3030,Permanent
Id-3031,Permanent
Id-3036,Permanent
Id-3039,Permanent
Id-3044,Permanent
Id-3046,Permanent
Id-3049,Permanent
Id-3054,Permanent
Id-3061,Permanent
Id-3062,Permanent
Id-3063,Permanent
Id-3065,Permanent
Id-3068,Permanent
Id-3070,Permanent
Id-3071,Permanent
Id-3073,Permanent
Id-3082,Permanent
Id-3083,Permanent
Id-3084,Permanent
Id-3085,Permanent
Id-3088,Permanent
Id-3090,Permanent
Id-3096,Permanent
Id-3098,Permanent
Id-3101,Permanent
Id-3102,Permanent
Id-3106,Permanent
Id-3108,Permanent
Id-3110,Permanent
Id-3112,Permanent
Id-3116,Permanent
Id-3118,Permanent
Id-3119,Permanent
Id-3133,Permanent
Id-3134,Permanent
Id-3135,Permanent
Id-3140,Permanent
Id-3142,Permanent
Id-3143,Permanent
Id-3144,Permanent
Id-3145,Permanent
Id-3148,Permanent
Id-3153,Permanent
Id-3155,Permanent
Id-3156,Permanent
Id-3157,Permanent
Id-3162,Permanent
Id-3163,Permanent
Id-3164,Permanent
Id-3165,Permanent
Id-3169,Permanent
Id-3170,Permanent
Id-3171,Permanent
Id-3172,Permanent
Id-3173,Permanent
Id-3177,Permanent
Id-3179,Permanent
Id-3181,Permanent
Id-3184,Permanent
Id-3186,Permanent
Id-3190,Permanent
Id-3194,Permanent
Id-3198,Permanent
Id-3199,Permanent
Id-3204,Permanent
Id-3206,Permanent
Id-3209,Permanent
Id-3210,Permanent
Id-3211,Permanent
Id-3212,Permanent
Id-3215,Permanent
Id-3217,Permanent
Id-3220,Permanent
Id-3225,Permanent
Id-3226,Permanent
Id-3227,Permanent
Id-3232,Permanent
Id-3233,Permanent
Id-3234,Permanent
Id-3235,Permanent
Id-3240,Permanent
Id-3243,Permanent
Id-3245,Permanent
Id-3246,Permanent
Id-3247,Permanent
Id-3249,Permanent
Id-3250,Permanent
Id-3252,Permanent
Id-3253,Permanent
Id-3256,Permanent
Id-3257,Permanent
Id-3261,Permanent
